#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
scaffold_6:15285725-15283332  -            798 21465at71240         -            659         0 1072.3   8.9   1   2  4.4e-193  9.7e-192  638.0   2.2     1   430    22   521    22   522 0.91 -
scaffold_6:15285725-15283332  -            798 21465at71240         -            659         0 1072.3   8.9   2   2  3.3e-132  7.4e-131  436.9   0.6   430   659   547   788   538   788 0.96 -
scaffold_12:12850652-12849330 -            441 21465at71240         -            659   1.1e-72  244.6   5.9   1   3   1.2e-20   2.7e-19   68.2   0.1   182   305     9   134     5   141 0.93 -
scaffold_12:12850652-12849330 -            441 21465at71240         -            659   1.1e-72  244.6   5.9   2   3   1.3e-35   2.8e-34  117.7   1.6   176   360   143   329   132   331 0.93 -
scaffold_12:12850652-12849330 -            441 21465at71240         -            659   1.1e-72  244.6   5.9   3   3   2.9e-18   6.4e-17   60.4   0.0   186   295   330   439   328   441 0.91 -
scaffold_7:3213113-3211893    -            407 21465at71240         -            659   2.9e-72  243.3  14.2   1   3   1.6e-18   3.5e-17   61.3   0.9   187   307    24   145     9   145 0.92 -
scaffold_7:3213113-3211893    -            407 21465at71240         -            659   2.9e-72  243.3  14.2   2   3     1e-30   2.3e-29  101.5   0.4   526   643   127   244   118   246 0.95 -
scaffold_7:3213113-3211893    -            407 21465at71240         -            659   2.9e-72  243.3  14.2   3   3   1.8e-31     4e-30  104.0   1.0   500   648   240   389   238   404 0.91 -
scaffold_13:7940498-7939107   -            464 21465at71240         -            659   1.3e-71  241.1  12.4   1   5   1.9e-07   4.1e-06   24.7   0.2   225   342     9   130     5   130 0.88 -
scaffold_13:7940498-7939107   -            464 21465at71240         -            659   1.3e-71  241.1  12.4   2   5   8.1e-07   1.8e-05   22.5   0.0   196   283    89   177    80   178 0.88 -
scaffold_13:7940498-7939107   -            464 21465at71240         -            659   1.3e-71  241.1  12.4   3   5   1.5e-34   3.4e-33  114.1   0.1   183   358   147   323   138   330 0.94 -
scaffold_13:7940498-7939107   -            464 21465at71240         -            659   1.3e-71  241.1  12.4   4   5   8.1e-16   1.8e-14   52.3   0.5   527   609   290   372   286   374 0.91 -
scaffold_13:7940498-7939107   -            464 21465at71240         -            659   1.3e-71  241.1  12.4   5   5   4.3e-19   9.6e-18   63.1   0.1   192   288   367   463   367   464 0.99 -
scaffold_12:12729943-12728486 -            486 21465at71240         -            659   1.5e-71  240.9   2.5   1   3   1.4e-23   3.1e-22   77.9   0.0   223   374    29   180    16   202 0.65 -
scaffold_12:12729943-12728486 -            486 21465at71240         -            659   1.5e-71  240.9   2.5   2   3     2e-32   4.5e-31  107.2   0.5   186   360   202   376   182   378 0.94 -
scaffold_12:12729943-12728486 -            486 21465at71240         -            659   1.5e-71  240.9   2.5   3   3   2.2e-16   4.8e-15   54.2   0.0   187   293   378   484   374   486 0.78 -
scaffold_12:12665369-12664095 -            425 21465at71240         -            659     2e-71  240.5   3.9   1   3   5.7e-27   1.3e-25   89.1   0.1   187   367     3   183     2   183 0.94 -
scaffold_12:12665369-12664095 -            425 21465at71240         -            659     2e-71  240.5   3.9   2   3   7.3e-33   1.6e-31  108.6   0.6   188   365   144   321   144   323 0.97 -
scaffold_12:12665369-12664095 -            425 21465at71240         -            659     2e-71  240.5   3.9   3   3   1.8e-17     4e-16   57.7   0.0   187   290   318   421   315   424 0.96 -
scaffold_4:6994326-7032936    -           2432 21465at71240         -            659   3.6e-71  239.7  12.6   1   8     2e-09   4.5e-08   31.1   0.0   535   638    89   193    85   194 0.94 -
scaffold_4:6994326-7032936    -           2432 21465at71240         -            659   3.6e-71  239.7  12.6   2   8   3.5e-14   7.8e-13   46.9   0.1   210   324   177   291   175   295 0.94 -
scaffold_4:6994326-7032936    -           2432 21465at71240         -            659   3.6e-71  239.7  12.6   3   8   6.5e-20   1.5e-18   65.8   0.2   467   608   231   375   231   376 0.96 -
scaffold_4:6994326-7032936    -           2432 21465at71240         -            659   3.6e-71  239.7  12.6   4   8     7e-17   1.6e-15   55.8   0.0   187   287   296   396   291   399 0.97 -
scaffold_4:6994326-7032936    -           2432 21465at71240         -            659   3.6e-71  239.7  12.6   5   8   1.3e-12   2.9e-11   41.7   0.0   566   643   368   445   368   461 0.93 -
scaffold_4:6994326-7032936    -           2432 21465at71240         -            659   3.6e-71  239.7  12.6   6   8   1.1e-09   2.3e-08   32.1   0.5   177   265   459   549   448   552 0.87 -
scaffold_4:6994326-7032936    -           2432 21465at71240         -            659   3.6e-71  239.7  12.6   7   8   1.6e-08   3.5e-07   28.2   0.0   228   335   547   655   541   678 0.73 -
scaffold_4:6994326-7032936    -           2432 21465at71240         -            659   3.6e-71  239.7  12.6   8   8     0.049       1.1    6.8   0.1   264   309   687   732   678   741 0.64 -
scaffold_1:33374009-33375943  -            645 21465at71240         -            659   4.2e-71  239.4   9.1   1   7     0.072       1.6    6.2   0.0   481   527    46    93    42   105 0.80 -
scaffold_1:33374009-33375943  -            645 21465at71240         -            659   4.2e-71  239.4   9.1   2   7   5.4e-26   1.2e-24   85.9   0.3   469   639   102   280    96   280 0.89 -
scaffold_1:33374009-33375943  -            645 21465at71240         -            659   4.2e-71  239.4   9.1   3   7     3e-13   6.6e-12   43.8   0.0   192   280   280   368   278   370 0.94 -
scaffold_1:33374009-33375943  -            645 21465at71240         -            659   4.2e-71  239.4   9.1   4   7   1.7e-14   3.8e-13   47.9   0.0   203   274   361   432   359   433 0.96 -
scaffold_1:33374009-33375943  -            645 21465at71240         -            659   4.2e-71  239.4   9.1   5   7   1.1e-17   2.4e-16   58.5   0.1   191   287   419   515   416   521 0.96 -
scaffold_1:33374009-33375943  -            645 21465at71240         -            659   4.2e-71  239.4   9.1   6   7   3.2e-05   0.00072   17.2   0.0   186   234   521   569   515   583 0.80 -
scaffold_1:33374009-33375943  -            645 21465at71240         -            659   4.2e-71  239.4   9.1   7   7       8.1   1.8e+02   -0.6   0.0   205   244   596   635   584   642 0.44 -
scaffold_24:1950591-1952150   -            520 21465at71240         -            659   6.6e-71  238.8   6.8   1   5     7e-12   1.5e-10   39.3   0.0   188   290    60   163    39   171 0.91 -
scaffold_24:1950591-1952150   -            520 21465at71240         -            659   6.6e-71  238.8   6.8   2   5   4.9e-11   1.1e-09   36.5   0.0   569   643   173   247   170   247 0.97 -
scaffold_24:1950591-1952150   -            520 21465at71240         -            659   6.6e-71  238.8   6.8   3   5   6.2e-09   1.4e-07   29.5   0.0   566   635   205   274   205   274 0.98 -
scaffold_24:1950591-1952150   -            520 21465at71240         -            659   6.6e-71  238.8   6.8   4   5   3.9e-27   8.7e-26   89.7   0.0   187   322   273   408   272   411 0.98 -
scaffold_24:1950591-1952150   -            520 21465at71240         -            659   6.6e-71  238.8   6.8   5   5   1.2e-22   2.7e-21   74.8   0.2   216   364   372   520   371   520 0.87 -
scaffold_12:12426111-12427595 -            495 21465at71240         -            659   7.4e-71  238.6   2.5   1   3   1.5e-20   3.3e-19   67.9   0.0   223   385    37   206    27   212 0.90 -
scaffold_12:12426111-12427595 -            495 21465at71240         -            659   7.4e-71  238.6   2.5   2   3     4e-35   8.9e-34  116.1   1.0   173   361   197   387   189   391 0.93 -
scaffold_12:12426111-12427595 -            495 21465at71240         -            659   7.4e-71  238.6   2.5   3   3     2e-16   4.5e-15   54.3   0.0   187   292   388   493   387   495 0.94 -
scaffold_9:7096044-7093699    -            782 21465at71240         -            659     1e-70  238.2  11.6   1   4   2.9e-34   6.4e-33  113.2   0.3   167   352   137   327   131   329 0.93 -
scaffold_9:7096044-7093699    -            782 21465at71240         -            659     1e-70  238.2  11.6   2   4   4.4e-23   9.8e-22   76.3   0.2   192   356   307   471   301   477 0.95 -
scaffold_9:7096044-7093699    -            782 21465at71240         -            659     1e-70  238.2  11.6   3   4   3.5e-13   7.9e-12   43.6   0.1   548   636   509   597   486   601 0.91 -
scaffold_9:7096044-7093699    -            782 21465at71240         -            659     1e-70  238.2  11.6   4   4     4e-05   0.00089   16.9   0.2   184   274   660   750   650   774 0.81 -
scaffold_11:7456455-7454218   -            746 21465at71240         -            659   1.2e-70  237.9  11.1   1   7   9.4e-15   2.1e-13   48.8   0.0   529   642    73   186    53   194 0.89 -
scaffold_11:7456455-7454218   -            746 21465at71240         -            659   1.2e-70  237.9  11.1   2   7   1.4e-11   3.1e-10   38.3   0.0   569   631   205   267   200   271 0.94 -
scaffold_11:7456455-7454218   -            746 21465at71240         -            659   1.2e-70  237.9  11.1   3   7   3.1e-13   6.8e-12   43.8   0.1   568   645   239   316   237   329 0.92 -
scaffold_11:7456455-7454218   -            746 21465at71240         -            659   1.2e-70  237.9  11.1   4   7   7.6e-09   1.7e-07   29.2   0.0   225   318   273   366   272   396 0.51 -
scaffold_11:7456455-7454218   -            746 21465at71240         -            659   1.2e-70  237.9  11.1   5   7   2.6e-12   5.8e-11   40.7   0.0   493   636   338   480   334   483 0.93 -
scaffold_11:7456455-7454218   -            746 21465at71240         -            659   1.2e-70  237.9  11.1   6   7   1.1e-13   2.5e-12   45.2   0.2   530   628   479   577   477   585 0.93 -
scaffold_11:7456455-7454218   -            746 21465at71240         -            659   1.2e-70  237.9  11.1   7   7   1.3e-12   2.8e-11   41.7   0.8   485   628   573   716   565   723 0.86 -
scaffold_10:17676245-17675121 -            375 21465at71240         -            659   3.2e-70  236.5   4.4   1   4   0.00029    0.0064   14.1   0.0   571   643     2    75     1    75 0.87 -
scaffold_10:17676245-17675121 -            375 21465at71240         -            659   3.2e-70  236.5   4.4   2   4   1.6e-26   3.6e-25   87.6   0.2   187   360    66   243    61   245 0.94 -
scaffold_10:17676245-17675121 -            375 21465at71240         -            659   3.2e-70  236.5   4.4   3   4   6.1e-23   1.3e-21   75.8   0.3   500   637   145   283   143   285 0.96 -
scaffold_10:17676245-17675121 -            375 21465at71240         -            659   3.2e-70  236.5   4.4   4   4   3.5e-24   7.8e-23   79.9   0.0   187   308   245   366   244   373 0.97 -
scaffold_559:879-2369         -            497 21465at71240         -            659   7.3e-70  235.3   5.5   1   3   1.5e-21   3.2e-20   71.3   0.1   182   305    65   190    51   195 0.93 -
scaffold_559:879-2369         -            497 21465at71240         -            659   7.3e-70  235.3   5.5   2   3   4.7e-33     1e-31  109.2   0.9   180   359   201   384   188   385 0.93 -
scaffold_559:879-2369         -            497 21465at71240         -            659   7.3e-70  235.3   5.5   3   3   5.9e-17   1.3e-15   56.0   0.0   186   294   386   494   383   497 0.81 -
scaffold_24:1972497-1973939   -            481 21465at71240         -            659     4e-69  232.9   0.9   1   3     1e-21   2.3e-20   71.8   0.0   244   395    38   194     2   195 0.85 -
scaffold_24:1972497-1973939   -            481 21465at71240         -            659     4e-69  232.9   0.9   2   3   6.4e-29   1.4e-27   95.6   0.2   187   360   191   364   189   366 0.98 -
scaffold_24:1972497-1973939   -            481 21465at71240         -            659     4e-69  232.9   0.9   3   3   1.2e-19   2.7e-18   64.9   0.0   187   299   366   478   365   481 0.97 -
scaffold_12:12429896-12431152 -            419 21465at71240         -            659   4.2e-69  232.8   1.4   1   3   2.5e-17   5.6e-16   57.3   0.0   194   305     1   112     1   120 0.93 -
scaffold_12:12429896-12431152 -            419 21465at71240         -            659   4.2e-69  232.8   1.4   2   3   2.5e-35   5.5e-34  116.8   0.6   186   366   133   313   112   314 0.94 -
scaffold_12:12429896-12431152 -            419 21465at71240         -            659   4.2e-69  232.8   1.4   3   3   3.5e-18   7.8e-17   60.1   0.0   187   292   309   414   306   419 0.96 -
scaffold_1:41095003-41093519  -            495 21465at71240         -            659   4.2e-69  232.8   7.1   1   6     8e-18   1.8e-16   58.9   0.0   537   639    41   144     2   144 0.90 -
scaffold_1:41095003-41093519  -            495 21465at71240         -            659   4.2e-69  232.8   7.1   2   6   1.2e-09   2.7e-08   31.9   0.0   567   632   106   172   105   174 0.92 -
scaffold_1:41095003-41093519  -            495 21465at71240         -            659   4.2e-69  232.8   7.1   3   6   1.8e-26     4e-25   87.5   0.2   486   633   127   278   123   280 0.94 -
scaffold_1:41095003-41093519  -            495 21465at71240         -            659   4.2e-69  232.8   7.1   4   6     9e-14     2e-12   45.5   0.0   565   632   280   347   274   350 0.92 -
scaffold_1:41095003-41093519  -            495 21465at71240         -            659   4.2e-69  232.8   7.1   5   6     4e-12     9e-11   40.1   0.0   557   618   342   403   338   408 0.89 -
scaffold_1:41095003-41093519  -            495 21465at71240         -            659   4.2e-69  232.8   7.1   6   6       1.4        30    2.0   0.0   588   609   472   493   462   495 0.87 -
scaffold_14:1925618-1927855   -            746 21465at71240         -            659   4.8e-69  232.6  11.0   1   6   6.4e-15   1.4e-13   49.3   0.0   530   642    74   186    56   192 0.90 -
scaffold_14:1925618-1927855   -            746 21465at71240         -            659   4.8e-69  232.6  11.0   2   6   1.8e-11     4e-10   37.9   0.0   569   629   205   265   201   268 0.94 -
scaffold_14:1925618-1927855   -            746 21465at71240         -            659   4.8e-69  232.6  11.0   3   6   7.2e-12   1.6e-10   39.2   0.0   568   645   239   316   239   325 0.92 -
scaffold_14:1925618-1927855   -            746 21465at71240         -            659   4.8e-69  232.6  11.0   4   6   1.7e-11   3.8e-10   38.0   0.0   498   635   343   479   329   482 0.91 -
scaffold_14:1925618-1927855   -            746 21465at71240         -            659   4.8e-69  232.6  11.0   5   6   1.8e-13   3.9e-12   44.6   0.3   530   628   479   577   477   585 0.94 -
scaffold_14:1925618-1927855   -            746 21465at71240         -            659   4.8e-69  232.6  11.0   6   6   1.1e-12   2.3e-11   42.0   1.1   480   628   568   716   561   724 0.86 -
scaffold_5:6019656-6016699    -            986 21465at71240         -            659   1.5e-68  231.0  13.9   1   7   7.7e-11   1.7e-09   35.8   0.0   554   645   141   234   135   244 0.88 -
scaffold_5:6019656-6016699    -            986 21465at71240         -            659   1.5e-68  231.0  13.9   2   7    0.0038     0.085   10.4   0.0   592   628   215   251   214   286 0.67 -
scaffold_5:6019656-6016699    -            986 21465at71240         -            659   1.5e-68  231.0  13.9   3   7   9.1e-15     2e-13   48.8   0.0   526   625   307   406   266   416 0.87 -
scaffold_5:6019656-6016699    -            986 21465at71240         -            659   1.5e-68  231.0  13.9   4   7    0.0091       0.2    9.2   0.0   188   256   416   484   414   498 0.91 -
scaffold_5:6019656-6016699    -            986 21465at71240         -            659   1.5e-68  231.0  13.9   5   7     4e-23   8.9e-22   76.4   0.7   160   318   523   686   504   691 0.90 -
scaffold_5:6019656-6016699    -            986 21465at71240         -            659   1.5e-68  231.0  13.9   6   7   3.4e-10   7.7e-09   33.7   0.1   185   307   692   814   681   825 0.90 -
scaffold_5:6019656-6016699    -            986 21465at71240         -            659   1.5e-68  231.0  13.9   7   7   2.7e-08     6e-07   27.4   0.1   544   626   847   932   835   946 0.82 -
scaffold_2:29144955-29147636  -            894 21465at71240         -            659     2e-68  230.6  11.5   1   7   4.2e-07   9.4e-06   23.5   0.0   560   640   156   239   135   257 0.76 -
scaffold_2:29144955-29147636  -            894 21465at71240         -            659     2e-68  230.6  11.5   2   7   1.6e-15   3.5e-14   51.3   0.1   496   637   268   410   257   422 0.90 -
scaffold_2:29144955-29147636  -            894 21465at71240         -            659     2e-68  230.6  11.5   3   7      0.18         4    4.9   0.0   578   637   386   445   384   462 0.88 -
scaffold_2:29144955-29147636  -            894 21465at71240         -            659     2e-68  230.6  11.5   4   7   2.4e-10   5.4e-09   34.2   0.6   195   370   449   624   428   639 0.80 -
scaffold_2:29144955-29147636  -            894 21465at71240         -            659     2e-68  230.6  11.5   5   7   1.3e-11   2.9e-10   38.4   0.1   188   284   617   713   615   717 0.89 -
scaffold_2:29144955-29147636  -            894 21465at71240         -            659     2e-68  230.6  11.5   6   7   1.9e-09   4.2e-08   31.3   0.1   558   637   714   793   713   793 0.97 -
scaffold_2:29144955-29147636  -            894 21465at71240         -            659     2e-68  230.6  11.5   7   7   2.8e-23   6.3e-22   76.9   0.1   499   624   759   885   752   893 0.93 -
scaffold_9:8431535-8429415    -            707 21465at71240         -            659   4.3e-68  229.5   9.2   1   7   5.5e-14   1.2e-12   46.2   0.0   554   650    50   147    44   157 0.90 -
scaffold_9:8431535-8429415    -            707 21465at71240         -            659   4.3e-68  229.5   9.2   2   7   3.9e-13   8.6e-12   43.4   0.0   569   635   177   243   173   244 0.97 -
scaffold_9:8431535-8429415    -            707 21465at71240         -            659   4.3e-68  229.5   9.2   3   7   1.6e-10   3.4e-09   34.8   0.1   571   643   214   286   214   290 0.96 -
scaffold_9:8431535-8429415    -            707 21465at71240         -            659   4.3e-68  229.5   9.2   4   7   2.1e-06   4.6e-05   21.2   0.3   296   371   246   321   245   330 0.91 -
scaffold_9:8431535-8429415    -            707 21465at71240         -            659   4.3e-68  229.5   9.2   5   7   2.7e-09   5.9e-08   30.7   0.0   507   633   324   449   316   452 0.88 -
scaffold_9:8431535-8429415    -            707 21465at71240         -            659   4.3e-68  229.5   9.2   6   7   1.2e-16   2.7e-15   55.0   0.2   521   637   441   558   435   568 0.93 -
scaffold_9:8431535-8429415    -            707 21465at71240         -            659   4.3e-68  229.5   9.2   7   7   5.1e-10   1.1e-08   33.1   0.6   499   627   559   687   558   695 0.77 -
scaffold_5:13248518-13247238  -            427 21465at71240         -            659   5.9e-68  229.0   0.0   1   5   1.4e-14   3.2e-13   48.2   0.0   163   322     1   162     1   162 0.95 -
scaffold_5:13248518-13247238  -            427 21465at71240         -            659   5.9e-68  229.0   0.0   2   5   1.9e-11   4.2e-10   37.8   0.0   537   636   105   204   104   205 0.92 -
scaffold_5:13248518-13247238  -            427 21465at71240         -            659   5.9e-68  229.0   0.0   3   5   1.6e-16   3.5e-15   54.6   0.0   191   304   171   284   167   285 0.97 -
scaffold_5:13248518-13247238  -            427 21465at71240         -            659   5.9e-68  229.0   0.0   4   5   4.8e-22   1.1e-20   72.8   0.0   500   637   207   345   207   347 0.85 -
scaffold_5:13248518-13247238  -            427 21465at71240         -            659   5.9e-68  229.0   0.0   5   5   8.6e-12   1.9e-10   39.0   0.0   569   636   347   414   344   423 0.94 -
scaffold_7:1900119-1899079    -            347 21465at71240         -            659   6.6e-68  228.8   8.7   1   3     2e-19   4.4e-18   64.2   1.4   188   321     2   131     1   136 0.94 -
scaffold_7:1900119-1899079    -            347 21465at71240         -            659   6.6e-68  228.8   8.7   2   3   9.7e-30   2.2e-28   98.3   0.1   186   310   136   260   126   261 0.95 -
scaffold_7:1900119-1899079    -            347 21465at71240         -            659   6.6e-68  228.8   8.7   3   3   1.3e-25     3e-24   84.6   0.1   188   317   208   337   207   342 0.97 -
scaffold_12:12686012-12684756 -            419 21465at71240         -            659   1.2e-67  228.0   2.0   1   3   1.1e-23   2.5e-22   78.2   0.1   194   361     1   168     1   169 0.96 -
scaffold_12:12686012-12684756 -            419 21465at71240         -            659   1.2e-67  228.0   2.0   2   3   5.3e-24   1.2e-22   79.3   0.1   187   307   169   289   165   290 0.96 -
scaffold_12:12686012-12684756 -            419 21465at71240         -            659   1.2e-67  228.0   2.0   3   3   4.5e-25   9.9e-24   82.9   0.1   204   366   256   418   255   419 0.97 -
scaffold_10:16969001-16967631 -            457 21465at71240         -            659   1.4e-67  227.8   0.1   1   5    0.0017     0.038   11.6   0.0   567   642    18    94    16    95 0.94 -
scaffold_10:16969001-16967631 -            457 21465at71240         -            659   1.4e-67  227.8   0.1   2   5   1.5e-20   3.4e-19   67.9   0.0   182   305    81   208    79   212 0.93 -
scaffold_10:16969001-16967631 -            457 21465at71240         -            659   1.4e-67  227.8   0.1   3   5   5.7e-09   1.3e-07   29.6   0.0   583   642   214   273   209   275 0.94 -
scaffold_10:16969001-16967631 -            457 21465at71240         -            659   1.4e-67  227.8   0.1   4   5   4.6e-24     1e-22   79.5   0.0   188   303   266   381   265   383 0.97 -
scaffold_10:16969001-16967631 -            457 21465at71240         -            659   1.4e-67  227.8   0.1   5   5   1.1e-17   2.4e-16   58.5   0.0   212   308   360   456   352   457 0.95 -
scaffold_19:176241-174982     -            420 21465at71240         -            659   1.7e-67  227.5   2.3   1   4   8.4e-10   1.9e-08   32.4   0.0   230   320     2    93     1    97 0.54 -
scaffold_19:176241-174982     -            420 21465at71240         -            659   1.7e-67  227.5   2.3   2   4   4.8e-17   1.1e-15   56.3   0.0   192   299    70   177    70   179 0.77 -
scaffold_19:176241-174982     -            420 21465at71240         -            659   1.7e-67  227.5   2.3   3   4   1.8e-29   4.1e-28   97.4   0.2   188   360   136   308   133   312 0.98 -
scaffold_19:176241-174982     -            420 21465at71240         -            659   1.7e-67  227.5   2.3   4   4   1.9e-18   4.2e-17   61.0   0.0   188   295   311   418   309   420 0.96 -
scaffold_10:612535-611318     -            406 21465at71240         -            659   5.2e-67  225.9   7.5   1   3   2.7e-10   6.1e-09   34.0   0.0   567   629    29    91    27    97 0.91 -
scaffold_10:612535-611318     -            406 21465at71240         -            659   5.2e-67  225.9   7.5   2   3   1.4e-34   3.2e-33  114.2   0.6   187   358    96   267    93   271 0.98 -
scaffold_10:612535-611318     -            406 21465at71240         -            659   5.2e-67  225.9   7.5   3   3   2.2e-24   4.8e-23   80.6   0.2   188   318   272   402   268   406 0.93 -
scaffold_7:4130843-4131847    -            335 21465at71240         -            659   5.5e-67  225.8  10.7   1   3   3.8e-30   8.4e-29   99.6   0.8   188   377    26   216    11   217 0.91 -
scaffold_7:4130843-4131847    -            335 21465at71240         -            659   5.5e-67  225.8  10.7   2   3   2.6e-22   5.8e-21   73.7   0.1   186   305   165   284   153   284 0.90 -
scaffold_7:4130843-4131847    -            335 21465at71240         -            659   5.5e-67  225.8  10.7   3   3   5.4e-22   1.2e-20   72.7   0.6   499   628   205   335   202   335 0.97 -
scaffold_19:132807-134213     -            469 21465at71240         -            659     8e-67  225.3   1.0   1   3   1.4e-20   3.1e-19   68.0   0.0   244   395    38   194     5   195 0.86 -
scaffold_19:132807-134213     -            469 21465at71240         -            659     8e-67  225.3   1.0   2   3   1.8e-30     4e-29  100.7   0.2   186   360   190   364   175   366 0.95 -
scaffold_19:132807-134213     -            469 21465at71240         -            659     8e-67  225.3   1.0   3   3   2.1e-17   4.6e-16   57.5   0.0   187   290   366   469   363   469 0.93 -
scaffold_12:12859293-12858154 -            380 21465at71240         -            659   1.2e-66  224.7  11.4   1   3   8.6e-28   1.9e-26   91.8   0.6   180   360    24   206     3   207 0.92 -
scaffold_12:12859293-12858154 -            380 21465at71240         -            659   1.2e-66  224.7  11.4   2   3   1.3e-34   2.9e-33  114.4   1.5   187   359   173   345   156   346 0.94 -
scaffold_12:12859293-12858154 -            380 21465at71240         -            659   1.2e-66  224.7  11.4   3   3   7.4e-12   1.6e-10   39.2   0.1   188   251   314   377   311   380 0.96 -
scaffold_10:17681193-17679988 -            402 21465at71240         -            659   1.3e-66  224.5   2.2   1   4   6.4e-17   1.4e-15   55.9   0.1   180   291    28   143    21   145 0.91 -
scaffold_10:17681193-17679988 -            402 21465at71240         -            659   1.3e-66  224.5   2.2   2   4   1.1e-22   2.5e-21   74.9   0.2   501   637   115   252   115   254 0.96 -
scaffold_10:17681193-17679988 -            402 21465at71240         -            659   1.3e-66  224.5   2.2   3   4   1.2e-18   2.7e-17   61.6   0.0   223   307   250   334   250   337 0.85 -
scaffold_10:17681193-17679988 -            402 21465at71240         -            659   1.3e-66  224.5   2.2   4   4   1.5e-15   3.4e-14   51.4   0.0   215   305   312   402   311   402 0.97 -
scaffold_7:3566410-3565532    -            293 21465at71240         -            659   3.9e-65  219.7  12.1   1   3   4.7e-31     1e-29  102.6   1.5   187   360    22   196     8   196 0.95 -
scaffold_7:3566410-3565532    -            293 21465at71240         -            659   3.9e-65  219.7  12.1   2   3   6.7e-21   1.5e-19   69.1   0.2   221   309   127   215   124   216 0.88 -
scaffold_7:3566410-3565532    -            293 21465at71240         -            659   3.9e-65  219.7  12.1   3   3   8.5e-21   1.9e-19   68.7   0.4   188   281   199   292   197   293 0.84 -
scaffold_10:16747541-16748599 -            353 21465at71240         -            659   4.2e-65  219.6   0.5   1   4   1.1e-12   2.4e-11   41.9   0.0   482   639     4   168     1   168 0.86 -
scaffold_10:16747541-16748599 -            353 21465at71240         -            659   4.2e-65  219.6   0.5   2   4   2.8e-16   6.2e-15   53.8   0.0   530   611   126   210   125   217 0.77 -
scaffold_10:16747541-16748599 -            353 21465at71240         -            659   4.2e-65  219.6   0.5   3   4   2.9e-27   6.5e-26   90.1   0.1   499   638   167   307   163   308 0.96 -
scaffold_10:16747541-16748599 -            353 21465at71240         -            659   4.2e-65  219.6   0.5   4   4   2.3e-15     5e-14   50.8   0.1   192   272   273   353   273   353 0.98 -
scaffold_12:12400957-12402123 -            389 21465at71240         -            659   4.4e-65  219.5   3.1   1   3   3.5e-21   7.7e-20   70.0   0.2   188   355     1   132     1   138 0.62 -
scaffold_12:12400957-12402123 -            389 21465at71240         -            659   4.4e-65  219.5   3.1   2   3   4.3e-21   9.5e-20   69.7   0.0   187   289   139   241   130   244 0.84 -
scaffold_12:12400957-12402123 -            389 21465at71240         -            659   4.4e-65  219.5   3.1   3   3     2e-24   4.3e-23   80.8   0.1   187   329   244   386   234   389 0.94 -
scaffold_5:1957822-1959054    -            411 21465at71240         -            659   1.3e-64  217.9   7.6   1   4   2.2e-20     5e-19   67.4   0.0   226   372     3   151     1   153 0.80 -
scaffold_5:1957822-1959054    -            411 21465at71240         -            659   1.3e-64  217.9   7.6   2   4   5.3e-11   1.2e-09   36.4   0.1   566   639   143   216   141   216 0.97 -
scaffold_5:1957822-1959054    -            411 21465at71240         -            659   1.3e-64  217.9   7.6   3   4     3e-25   6.8e-24   83.4   0.3   187   317   211   341   209   342 0.94 -
scaffold_5:1957822-1959054    -            411 21465at71240         -            659   1.3e-64  217.9   7.6   4   4   9.3e-17   2.1e-15   55.4   0.1   224   311   318   405   316   411 0.95 -
scaffold_2:13373666-13366827  -            865 21465at71240         -            659   1.4e-64  217.9   0.5   1   6   1.7e-10   3.7e-09   34.7   0.0   506   616   116   228   100   232 0.86 -
scaffold_2:13373666-13366827  -            865 21465at71240         -            659   1.4e-64  217.9   0.5   2   6   1.3e-20   2.9e-19   68.1   0.0   518   644   235   362   231   365 0.90 -
scaffold_2:13373666-13366827  -            865 21465at71240         -            659   1.4e-64  217.9   0.5   3   6   5.4e-12   1.2e-10   39.6   0.1   570   637   358   425   357   427 0.97 -
scaffold_2:13373666-13366827  -            865 21465at71240         -            659   1.4e-64  217.9   0.5   4   6   1.8e-15   4.1e-14   51.1   0.1   510   636   402   529   399   532 0.93 -
scaffold_2:13373666-13366827  -            865 21465at71240         -            659   1.4e-64  217.9   0.5   5   6   1.9e-08   4.2e-07   27.9   0.1   191   289   531   629   527   649 0.95 -
scaffold_2:13373666-13366827  -            865 21465at71240         -            659   1.4e-64  217.9   0.5   6   6     0.051       1.1    6.7   0.0   550   609   654   713   633   724 0.87 -
scaffold_9:3502840-3501155    -            562 21465at71240         -            659   2.4e-64  217.1   8.6   1   5   9.7e-08   2.2e-06   25.6   0.2   238   316   108   186    88   191 0.87 -
scaffold_9:3502840-3501155    -            562 21465at71240         -            659   2.4e-64  217.1   8.6   2   5   1.1e-11   2.4e-10   38.7   0.2   531   622   200   291   192   292 0.83 -
scaffold_9:3502840-3501155    -            562 21465at71240         -            659   2.4e-64  217.1   8.6   3   5   7.7e-16   1.7e-14   52.4   0.1   187   272   268   353   267   357 0.96 -
scaffold_9:3502840-3501155    -            562 21465at71240         -            659   2.4e-64  217.1   8.6   4   5   2.3e-20   5.2e-19   67.3   0.0   201   325   352   476   351   478 0.96 -
