#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
scaffold_9:5654072-5650965    -           1036 7941at71240          -            811         0 1129.4  24.5   1   2  4.4e-156  9.7e-155  515.9  14.0    17   421   122   567   112   581 0.91 -
scaffold_9:5654072-5650965    -           1036 7941at71240          -            811         0 1129.4  24.5   2   2    3e-187  6.6e-186  619.0   1.9   417   811   615  1027   598  1027 0.96 -
scaffold_24:1864884-1866464   -            527 7941at71240          -            811   7.8e-67  225.1   0.5   3   5   5.7e-13   1.3e-11   42.5   0.0   710   792   193   275   192   277 0.95 -
scaffold_24:1864884-1866464   -            527 7941at71240          -            811   7.8e-67  225.1   0.5   4   5   3.8e-29   8.4e-28   96.0   0.2   649   807   269   430   267   434 0.95 -
scaffold_24:1864884-1866464   -            527 7941at71240          -            811   7.8e-67  225.1   0.5   5   5   3.8e-07   8.5e-06   23.2   0.0   709   782   437   510   432   527 0.83 -
scaffold_10:16734050-16735423 -            458 7941at71240          -            811   8.8e-67  225.0   0.2   1   5    0.0012     0.026   11.7   0.0   746   804     2    60     1    67 0.82 -
scaffold_10:16734050-16735423 -            458 7941at71240          -            811   8.8e-67  225.0   0.2   2   5   1.3e-13     3e-12   44.6   0.0   709   784    67   146    60   147 0.89 -
scaffold_10:16734050-16735423 -            458 7941at71240          -            811   8.8e-67  225.0   0.2   3   5   1.3e-20     3e-19   67.8   0.0   677   794   106   226   101   229 0.94 -
scaffold_10:16734050-16735423 -            458 7941at71240          -            811   8.8e-67  225.0   0.2   4   5     2e-28   4.4e-27   93.7   0.1   650   807   219   379   219   383 0.96 -
scaffold_10:16734050-16735423 -            458 7941at71240          -            811   8.8e-67  225.0   0.2   5   5   1.5e-08   3.4e-07   27.9   0.0   708   781   385   458   378   458 0.95 -
scaffold_10:17346470-17347735 -            422 7941at71240          -            811     1e-66  224.8   0.0   1   4   2.5e-21   5.5e-20   70.2   0.0   625   789     7   176     3   179 0.92 -
scaffold_10:17346470-17347735 -            422 7941at71240          -            811     1e-66  224.8   0.0   2   4   3.9e-18   8.6e-17   59.6   0.0   667   798    86   220    85   222 0.94 -
scaffold_10:17346470-17347735 -            422 7941at71240          -            811     1e-66  224.8   0.0   3   4   6.1e-18   1.3e-16   59.0   0.1   681   809   170   301   170   303 0.92 -
scaffold_10:17346470-17347735 -            422 7941at71240          -            811     1e-66  224.8   0.0   4   4   2.7e-16   6.1e-15   53.5   0.0   634   745   296   412   294   418 0.57 -
scaffold_12:12856055-12854736 -            440 7941at71240          -            811   1.3e-66  224.4   6.5   1   4   7.8e-17   1.7e-15   55.3   0.1   678   794    11   132     6   134 0.82 -
scaffold_12:12856055-12854736 -            440 7941at71240          -            811   1.3e-66  224.4   6.5   2   4   5.7e-17   1.3e-15   55.8   0.0   678   794    83   202    80   203 0.94 -
scaffold_12:12856055-12854736 -            440 7941at71240          -            811   1.3e-66  224.4   6.5   3   4   1.6e-24   3.6e-23   80.7   0.3   651   777   196   325   194   328 0.95 -
scaffold_12:12856055-12854736 -            440 7941at71240          -            811   1.3e-66  224.4   6.5   4   4   3.6e-17     8e-16   56.4   0.0   705   799   323   417   321   429 0.94 -
scaffold_10:17542027-17540435 -            531 7941at71240          -            811   2.1e-66  223.7   2.6   1   6    0.0011     0.024   11.9   0.0   715   804    20   110    15   117 0.80 -
scaffold_10:17542027-17540435 -            531 7941at71240          -            811   2.1e-66  223.7   2.6   2   6   2.2e-16   4.9e-15   53.8   0.1   710   793   122   208   113   209 0.89 -
scaffold_10:17542027-17540435 -            531 7941at71240          -            811   2.1e-66  223.7   2.6   3   6   1.7e-08   3.8e-07   27.7   0.0   710   780   195   265   193   266 0.96 -
scaffold_10:17542027-17540435 -            531 7941at71240          -            811   2.1e-66  223.7   2.6   4   6   6.5e-25   1.4e-23   82.0   0.1   673   809   225   364   224   366 0.93 -
scaffold_10:17542027-17540435 -            531 7941at71240          -            811   2.1e-66  223.7   2.6   5   6   5.8e-20   1.3e-18   65.6   0.0   672   800   364   495   361   497 0.96 -
scaffold_10:17542027-17540435 -            531 7941at71240          -            811   2.1e-66  223.7   2.6   6   6   3.4e-05   0.00075   16.8   0.1   701   764   466   529   463   531 0.94 -
scaffold_8:22790666-22792658  -            632 7941at71240          -            811   4.1e-66  222.8  14.2   1   4   4.5e-11     1e-09   36.2   3.8    40   176    83   220    64   224 0.86 -
scaffold_8:22790666-22792658  -            632 7941at71240          -            811   4.1e-66  222.8  14.2   2   4   7.2e-29   1.6e-27   95.1   0.2   645   794   224   376   220   380 0.95 -
scaffold_8:22790666-22792658  -            632 7941at71240          -            811   4.1e-66  222.8  14.2   3   4   6.1e-12   1.4e-10   39.1   0.1   705   783   357   436   357   439 0.92 -
scaffold_8:22790666-22792658  -            632 7941at71240          -            811   4.1e-66  222.8  14.2   4   4     6e-22   1.3e-20   72.2   0.1   614   791   437   619   433   627 0.90 -
scaffold_5:1940404-1941930    -            509 7941at71240          -            811   4.3e-66  222.7   0.7   1   5   5.3e-05    0.0012   16.2   0.0    82   174     8   103     4   106 0.83 -
scaffold_5:1940404-1941930    -            509 7941at71240          -            811   4.3e-66  222.7   0.7   2   5   1.2e-10   2.7e-09   34.8   0.1   706   784   103   182   100   184 0.94 -
scaffold_5:1940404-1941930    -            509 7941at71240          -            811   4.3e-66  222.7   0.7   3   5   2.4e-12   5.2e-11   40.5   0.0   707   786   175   254   174   255 0.96 -
scaffold_5:1940404-1941930    -            509 7941at71240          -            811   4.3e-66  222.7   0.7   4   5   8.3e-29   1.8e-27   94.9   0.3   650   807   255   415   255   418 0.96 -
scaffold_5:1940404-1941930    -            509 7941at71240          -            811   4.3e-66  222.7   0.7   5   5   2.4e-10   5.2e-09   33.9   0.0   708   782   421   495   416   504 0.94 -
scaffold_10:16969001-16967631 -            457 7941at71240          -            811   5.6e-66  222.3   0.5   1   5     9e-05     0.002   15.4   0.0   714   804    17   108     8   115 0.82 -
scaffold_10:16969001-16967631 -            457 7941at71240          -            811   5.6e-66  222.3   0.5   2   5   4.1e-16   9.1e-15   52.9   0.1   709   792   119   205   110   207 0.89 -
scaffold_10:16969001-16967631 -            457 7941at71240          -            811   5.6e-66  222.3   0.5   3   5   3.6e-10   8.1e-09   33.2   0.0   710   783   193   266   191   266 0.97 -
scaffold_10:16969001-16967631 -            457 7941at71240          -            811   5.6e-66  222.3   0.5   4   5   3.7e-25   8.3e-24   82.8   0.0   674   810   224   363   222   364 0.66 -
scaffold_10:16969001-16967631 -            457 7941at71240          -            811   5.6e-66  222.3   0.5   5   5   6.7e-19   1.5e-17   62.1   0.0   651   764   341   457   341   457 0.97 -
scaffold_3:10502542-10501148  -            465 7941at71240          -            811   2.4e-65  220.2   8.3   1   4   2.1e-12   4.7e-11   40.6   0.2    68   175    22   131     3   135 0.87 -
scaffold_3:10502542-10501148  -            465 7941at71240          -            811   2.4e-65  220.2   8.3   2   4   3.3e-30   7.4e-29   99.5   0.1   617   770   140   299   130   299 0.92 -
scaffold_3:10502542-10501148  -            465 7941at71240          -            811   2.4e-65  220.2   8.3   3   4   1.6e-28   3.7e-27   93.9   0.1   650   785   211   349   210   355 0.93 -
scaffold_3:10502542-10501148  -            465 7941at71240          -            811   2.4e-65  220.2   8.3   4   4   0.00094     0.021   12.0   0.0   720   780   361   421   355   430 0.90 -
scaffold_19:132807-134213     -            469 7941at71240          -            811   2.4e-65  220.2   1.9   1   6      0.97        21    2.1   0.0   123   161    30    69    14    78 0.57 -
scaffold_19:132807-134213     -            469 7941at71240          -            811   2.4e-65  220.2   1.9   2   6   1.9e-13   4.1e-12   44.1   0.0   702   783    77   157    72   158 0.94 -
scaffold_19:132807-134213     -            469 7941at71240          -            811   2.4e-65  220.2   1.9   3   6   2.4e-14   5.3e-13   47.1   0.0   708   792   152   236   150   239 0.95 -
scaffold_19:132807-134213     -            469 7941at71240          -            811   2.4e-65  220.2   1.9   4   6   5.9e-24   1.3e-22   78.9   0.1   650   778   231   362   231   365 0.95 -
scaffold_19:132807-134213     -            469 7941at71240          -            811   2.4e-65  220.2   1.9   5   6   8.3e-14   1.8e-12   45.3   0.0   706   780   360   434   358   439 0.96 -
scaffold_19:132807-134213     -            469 7941at71240          -            811   2.4e-65  220.2   1.9   6   6    0.0033     0.073   10.2   0.2   281   328   421   469   420   469 0.88 -
scaffold_24:1767337-1765937   -            467 7941at71240          -            811   2.5e-65  220.1   1.0   1   5    0.0001    0.0023   15.2   0.0   296   359     4    67     1    70 0.81 -
scaffold_24:1767337-1765937   -            467 7941at71240          -            811   2.5e-65  220.1   1.0   2   5   6.4e-14   1.4e-12   45.7   0.0   710   783    72   148    68   149 0.92 -
scaffold_24:1767337-1765937   -            467 7941at71240          -            811   2.5e-65  220.1   1.0   3   5   1.4e-12   3.2e-11   41.2   0.0   706   790   141   225   141   230 0.94 -
scaffold_24:1767337-1765937   -            467 7941at71240          -            811   2.5e-65  220.1   1.0   4   5   6.1e-28   1.3e-26   92.0   0.1   650   807   222   382   219   385 0.95 -
scaffold_24:1767337-1765937   -            467 7941at71240          -            811   2.5e-65  220.1   1.0   5   5   2.4e-08   5.3e-07   27.2   0.0   708   781   388   461   381   465 0.95 -
scaffold_12:12400957-12402123 -            389 7941at71240          -            811   2.5e-65  220.1   1.4   1   3   1.6e-23   3.7e-22   77.4   0.0   649   790     4   147     2   147 0.96 -
scaffold_12:12400957-12402123 -            389 7941at71240          -            811   2.5e-65  220.1   1.4   2   3   3.7e-33   8.1e-32  109.3   0.5   650   808   144   305   143   308 0.96 -
scaffold_12:12400957-12402123 -            389 7941at71240          -            811   2.5e-65  220.1   1.4   3   3   1.1e-09   2.5e-08   31.6   0.0   707   783   309   385   304   388 0.95 -
scaffold_5:12653496-12651676  -            607 7941at71240          -            811   3.2e-65  219.8   1.1   1   3   1.3e-27   2.8e-26   91.0   0.5   608   793   135   325   120   327 0.92 -
scaffold_5:12653496-12651676  -            607 7941at71240          -            811   3.2e-65  219.8   1.1   2   3   1.4e-21   3.2e-20   71.0   0.1   651   794   320   466   319   467 0.92 -
scaffold_5:12653496-12651676  -            607 7941at71240          -            811   3.2e-65  219.8   1.1   3   3   6.9e-19   1.5e-17   62.1   0.0   649   791   458   603   456   607 0.92 -
scaffold_24:1972497-1973939   -            481 7941at71240          -            811   4.7e-65  219.2   1.5   1   6      0.27         6    3.9   0.0   137   172    44    80    15    83 0.49 -
scaffold_24:1972497-1973939   -            481 7941at71240          -            811   4.7e-65  219.2   1.5   2   6   1.2e-12   2.6e-11   41.5   0.0   702   783    77   157    73   158 0.94 -
scaffold_24:1972497-1973939   -            481 7941at71240          -            811   4.7e-65  219.2   1.5   3   6   4.4e-13   9.8e-12   42.9   0.0   710   789   154   233   152   235 0.96 -
scaffold_24:1972497-1973939   -            481 7941at71240          -            811   4.7e-65  219.2   1.5   4   6   6.7e-24   1.5e-22   78.7   0.1   650   778   231   362   230   364 0.95 -
scaffold_24:1972497-1973939   -            481 7941at71240          -            811   4.7e-65  219.2   1.5   5   6   2.8e-13   6.3e-12   43.5   0.0   706   780   360   434   359   438 0.96 -
scaffold_24:1972497-1973939   -            481 7941at71240          -            811   4.7e-65  219.2   1.5   6   6   0.00014     0.003   14.8   0.1   281   334   421   475   420   480 0.85 -
scaffold_7:5636282-5634975    -            436 7941at71240          -            811   8.2e-65  218.4   0.7   1   5   0.00052     0.011   12.9   0.0   277   359     3    86     1    86 0.85 -
scaffold_7:5636282-5634975    -            436 7941at71240          -            811   8.2e-65  218.4   0.7   2   5   1.5e-20   3.4e-19   67.5   0.1   648   776    60   191    58   191 0.76 -
scaffold_7:5636282-5634975    -            436 7941at71240          -            811   8.2e-65  218.4   0.7   3   5   2.3e-14   5.2e-13   47.1   0.0   702   778   187   263   182   264 0.96 -
scaffold_7:5636282-5634975    -            436 7941at71240          -            811   8.2e-65  218.4   0.7   4   5   3.1e-23     7e-22   76.5   0.0   703   805   258   360   255   365 0.95 -
scaffold_7:5636282-5634975    -            436 7941at71240          -            811   8.2e-65  218.4   0.7   5   5   4.8e-12   1.1e-10   39.5   0.0   703   799   328   424   327   436 0.85 -
scaffold_7:2355411-2354452    -            320 7941at71240          -            811   1.1e-64  218.0   0.0   1   3   2.7e-22     6e-21   73.4   0.0   703   809    13   119     2   120 0.95 -
scaffold_7:2355411-2354452    -            320 7941at71240          -            811   1.1e-64  218.0   0.0   2   3   1.1e-20   2.5e-19   68.0   0.0   703   806   118   221   116   225 0.95 -
scaffold_7:2355411-2354452    -            320 7941at71240          -            811   1.1e-64  218.0   0.0   3   3   4.2e-23   9.3e-22   76.0   0.0   701   797   221   317   212   320 0.94 -
scaffold_24:2002016-2000757   -            420 7941at71240          -            811     4e-64  216.2   0.3   1   5   1.1e-11   2.5e-10   38.3   0.0   701   783    18   101     2   103 0.90 -
scaffold_24:2002016-2000757   -            420 7941at71240          -            811     4e-64  216.2   0.3   2   5   2.5e-14   5.6e-13   47.0   0.0   704   790    92   178    91   180 0.97 -
scaffold_24:2002016-2000757   -            420 7941at71240          -            811     4e-64  216.2   0.3   3   5   1.2e-26   2.6e-25   87.8   0.0   650   808   175   336   175   339 0.95 -
scaffold_24:2002016-2000757   -            420 7941at71240          -            811     4e-64  216.2   0.3   4   5   8.4e-15   1.9e-13   48.6   0.0   686   780   281   378   280   382 0.93 -
scaffold_24:2002016-2000757   -            420 7941at71240          -            811     4e-64  216.2   0.3   5   5   1.4e-05    0.0003   18.1   0.0   280   329   364   414   361   419 0.90 -
scaffold_7:2497391-2499066    -            355 7941at71240          -            811     9e-64  215.0   0.1   1   4   5.7e-22   1.3e-20   72.3   0.0   671   782    15   129     7   131 0.89 -
scaffold_7:2497391-2499066    -            355 7941at71240          -            811     9e-64  215.0   0.1   2   4   4.2e-13   9.3e-12   43.0   0.0   703   773   120   190   119   194 0.96 -
scaffold_7:2497391-2499066    -            355 7941at71240          -            811     9e-64  215.0   0.1   3   4   2.3e-15   5.2e-14   50.4   0.0   703   783   196   276   190   277 0.96 -
scaffold_7:2497391-2499066    -            355 7941at71240          -            811     9e-64  215.0   0.1   4   4   1.3e-16     3e-15   54.5   0.0   703   791   266   354   265   355 0.97 -
scaffold_10:17192107-17193507 -            467 7941at71240          -            811     1e-63  214.8   3.2   1   4   0.00015    0.0033   14.7   0.0   746   804     2    60     1    67 0.90 -
scaffold_10:17192107-17193507 -            467 7941at71240          -            811     1e-63  214.8   3.2   2   4   7.2e-16   1.6e-14   52.1   0.1   709   794    71   159    63   162 0.90 -
scaffold_10:17192107-17193507 -            467 7941at71240          -            811     1e-63  214.8   3.2   3   4   1.5e-25   3.3e-24   84.1   0.1   650   809   152   314   152   315 0.93 -
scaffold_10:17192107-17193507 -            467 7941at71240          -            811     1e-63  214.8   3.2   4   4   4.1e-23   9.2e-22   76.1   0.1   650   800   292   445   289   459 0.95 -
scaffold_12:12429896-12431152 -            419 7941at71240          -            811   1.2e-63  214.6   0.9   1   4   5.2e-10   1.1e-08   32.7   0.0   721   797     3    79     1    82 0.77 -
scaffold_12:12429896-12431152 -            419 7941at71240          -            811   1.2e-63  214.6   0.9   2   4   6.4e-18   1.4e-16   58.9   0.0   678   791    62   178    61   179 0.97 -
scaffold_12:12429896-12431152 -            419 7941at71240          -            811   1.2e-63  214.6   0.9   3   4   2.9e-30   6.6e-29   99.7   0.6   650   808   174   335   173   338 0.96 -
scaffold_12:12429896-12431152 -            419 7941at71240          -            811   1.2e-63  214.6   0.9   4   4   1.2e-09   2.6e-08   31.6   0.0   706   781   338   413   334   417 0.95 -
scaffold_7:13073371-13074561  -            397 7941at71240          -            811   1.9e-63  214.0   6.9   1   5   2.7e-05   0.00059   17.2   0.0   288   361     8    81     1    84 0.88 -
scaffold_7:13073371-13074561  -            397 7941at71240          -            811   1.9e-63  214.0   6.9   2   5   6.8e-14   1.5e-12   45.6   0.4   690   778    60   152    58   153 0.87 -
scaffold_7:13073371-13074561  -            397 7941at71240          -            811   1.9e-63  214.0   6.9   3   5   6.2e-16   1.4e-14   52.3   0.1   703   778   147   222   144   223 0.96 -
scaffold_7:13073371-13074561  -            397 7941at71240          -            811   1.9e-63  214.0   6.9   4   5   3.2e-16   7.1e-15   53.3   0.1   703   778   217   292   216   293 0.97 -
scaffold_7:13073371-13074561  -            397 7941at71240          -            811   1.9e-63  214.0   6.9   5   5     4e-21     9e-20   69.5   0.1   703   810   287   394   284   395 0.96 -
scaffold_7:3213113-3211893    -            407 7941at71240          -            811   1.9e-63  213.9   5.6   1   4   1.6e-12   3.6e-11   41.0   0.3   687   802    34   150     6   156 0.78 -
scaffold_7:3213113-3211893    -            407 7941at71240          -            811   1.9e-63  213.9   5.6   2   4   5.1e-20   1.1e-18   65.8   0.0   701   779   154   232   149   233 0.96 -
scaffold_7:3213113-3211893    -            407 7941at71240          -            811   1.9e-63  213.9   5.6   3   4   1.7e-14   3.8e-13   47.6   0.1   703   777   226   300   224   302 0.96 -
scaffold_7:3213113-3211893    -            407 7941at71240          -            811   1.9e-63  213.9   5.6   4   4   4.9e-21   1.1e-19   69.2   0.0   703   807   296   400   294   404 0.96 -
scaffold_12:12686012-12684756 -            419 7941at71240          -            811   2.3e-63  213.7   4.1   1   5   4.7e-09     1e-07   29.6   0.0   720   798     2    80     1    88 0.83 -
scaffold_12:12686012-12684756 -            419 7941at71240          -            811   2.3e-63  213.7   4.1   2   5   1.9e-20   4.3e-19   67.2   0.0   651   783    36   170    35   170 0.95 -
scaffold_12:12686012-12684756 -            419 7941at71240          -            811   2.3e-63  213.7   4.1   3   5     1e-16   2.3e-15   54.9   0.0   706   784   163   241   159   242 0.97 -
scaffold_12:12686012-12684756 -            419 7941at71240          -            811   2.3e-63  213.7   4.1   4   5   4.9e-18   1.1e-16   59.3   0.2   704   807   231   334   230   337 0.97 -
scaffold_12:12686012-12684756 -            419 7941at71240          -            811   2.3e-63  213.7   4.1   5   5   3.8e-09   8.5e-08   29.9   0.0   707   781   339   413   335   417 0.96 -
scaffold_10:17181561-17182958 -            466 7941at71240          -            811   2.6e-63  213.5   0.4   1   5   0.00026    0.0058   13.9   0.0   296   360     3    67     1    72 0.75 -
scaffold_10:17181561-17182958 -            466 7941at71240          -            811   2.6e-63  213.5   0.4   2   5   3.9e-13   8.6e-12   43.1   0.0   710   783    71   147    68   148 0.92 -
scaffold_10:17181561-17182958 -            466 7941at71240          -            811   2.6e-63  213.5   0.4   3   5   2.8e-09   6.2e-08   30.3   0.0   710   783   144   217   143   217 0.97 -
scaffold_10:17181561-17182958 -            466 7941at71240          -            811   2.6e-63  213.5   0.4   4   5   1.6e-21   3.5e-20   70.8   0.1   700   809   204   313   202   315 0.97 -
scaffold_10:17181561-17182958 -            466 7941at71240          -            811   2.6e-63  213.5   0.4   5   5   1.2e-18   2.8e-17   61.3   0.0   672   800   313   444   310   456 0.95 -
scaffold_4:6994326-7032936    -           2432 7941at71240          -            811   2.7e-63  213.5  18.2   1   4     2e-39   4.4e-38  130.0   2.7   464   801   106   455    99   465 0.89 -
scaffold_4:6994326-7032936    -           2432 7941at71240          -            811   2.7e-63  213.5  18.2   2   4   1.9e-11   4.3e-10   37.5   0.9   700   781   459   540   454   543 0.90 -
scaffold_4:6994326-7032936    -           2432 7941at71240          -            811   2.7e-63  213.5  18.2   3   4   7.4e-11   1.6e-09   35.5   0.1   682   784   543   648   538   667 0.76 -
scaffold_4:6994326-7032936    -           2432 7941at71240          -            811   2.7e-63  213.5  18.2   4   4      0.23       5.2    4.1   0.1    89   161   658   732   647   741 0.79 -
scaffold_5:190637-192757      -            682 7941at71240          -            811   2.4e-62  210.3   0.1   1   4   2.7e-12     6e-11   40.3   0.0   672   788   182   301   170   302 0.89 -
scaffold_5:190637-192757      -            682 7941at71240          -            811   2.4e-62  210.3   0.1   2   4   1.4e-08   3.1e-07   28.0   0.0   703   785   286   369   279   392 0.88 -
scaffold_5:190637-192757      -            682 7941at71240          -            811   2.4e-62  210.3   0.1   3   4   6.1e-20   1.3e-18   65.6   0.0   651   773   407   532   386   537 0.90 -
scaffold_5:190637-192757      -            682 7941at71240          -            811   2.4e-62  210.3   0.1   4   4   3.1e-26   6.8e-25   86.4   0.0   641   786   533   681   523   682 0.93 -
scaffold_9:13770892-13769777  -            372 7941at71240          -            811     4e-62  209.6   0.0   1   4     2e-25   4.4e-24   83.7   0.0   654   805    15   169     8   174 0.93 -
scaffold_9:13770892-13769777  -            372 7941at71240          -            811     4e-62  209.6   0.0   2   4   2.6e-17   5.9e-16   56.9   0.0   703   780   172   249   169   250 0.97 -
scaffold_9:13770892-13769777  -            372 7941at71240          -            811     4e-62  209.6   0.0   3   4   3.2e-21     7e-20   69.8   0.0   703   807   242   346   241   351 0.96 -
scaffold_9:13770892-13769777  -            372 7941at71240          -            811     4e-62  209.6   0.0   4   4   5.3e-05    0.0012   16.2   0.0   142   179   319   356   318   368 0.84 -
scaffold_16:237955-235802     -            718 7941at71240          -            811     7e-62  208.7   5.5   1   5     8e-09   1.8e-07   28.8   0.0    62   174    56   171    48   175 0.67 -
scaffold_16:237955-235802     -            718 7941at71240          -            811     7e-62  208.7   5.5   2   5   1.1e-05   0.00024   18.4   0.0   617   710   181   278   178   287 0.82 -
scaffold_16:237955-235802     -            718 7941at71240          -            811     7e-62  208.7   5.5   3   5     9e-26     2e-24   84.9   2.2   612   786   329   508   329   510 0.93 -
scaffold_16:237955-235802     -            718 7941at71240          -            811     7e-62  208.7   5.5   4   5     2e-20   4.5e-19   67.2   0.0   672   798   496   627   495   631 0.91 -
scaffold_16:237955-235802     -            718 7941at71240          -            811     7e-62  208.7   5.5   5   5     0.042      0.94    6.6   0.1   731   779   631   679   626   695 0.86 -
scaffold_7:4175520-4174612    -            303 7941at71240          -            811   1.9e-61  207.3   1.0   1   3   1.1e-28   2.4e-27   94.5   0.0   701   804    15   118     4   123 0.95 -
scaffold_7:4175520-4174612    -            303 7941at71240          -            811   1.9e-61  207.3   1.0   2   3   9.2e-13   2.1e-11   41.8   0.0   704   778   122   196   118   197 0.96 -
scaffold_7:4175520-4174612    -            303 7941at71240          -            811   1.9e-61  207.3   1.0   3   3   1.9e-22   4.2e-21   73.9   0.0   702   806   190   294   188   299 0.96 -
scaffold_7:4130843-4131847    -            335 7941at71240          -            811   5.9e-61  205.7   7.8   1   5   1.5e-06   3.3e-05   21.3   0.1   280   360     9    90     4    95 0.60 -
scaffold_7:4130843-4131847    -            335 7941at71240          -            811   5.9e-61  205.7   7.8   2   5   1.9e-05   0.00042   17.7   0.1   755   802    68   115    65   124 0.56 -
scaffold_7:4130843-4131847    -            335 7941at71240          -            811   5.9e-61  205.7   7.8   3   5   2.3e-10   5.1e-09   33.9   0.0   705   779    88   163    86   169 0.89 -
scaffold_7:4130843-4131847    -            335 7941at71240          -            811   5.9e-61  205.7   7.8   4   5   3.9e-18   8.7e-17   59.6   0.0   703   803   122   222   120   228 0.96 -
scaffold_7:4130843-4131847    -            335 7941at71240          -            811   5.9e-61  205.7   7.8   5   5   3.9e-31   8.6e-30  102.6   0.3   650   804   171   328   170   335 0.84 -
scaffold_19:176241-174982     -            420 7941at71240          -            811   8.2e-61  205.2   0.5   1   5     2e-12   4.4e-11   40.7   0.0   701   783    18   101     2   103 0.90 -
scaffold_19:176241-174982     -            420 7941at71240          -            811   8.2e-61  205.2   0.5   2   5   2.5e-14   5.6e-13   47.0   0.0   704   790    92   178    91   180 0.97 -
scaffold_19:176241-174982     -            420 7941at71240          -            811   8.2e-61  205.2   0.5   3   5   1.5e-22   3.3e-21   74.2   0.2   671   793   161   286   161   292 0.94 -
scaffold_19:176241-174982     -            420 7941at71240          -            811   8.2e-61  205.2   0.5   4   5   7.3e-15   1.6e-13   48.8   0.0   686   780   281   378   281   382 0.92 -
scaffold_19:176241-174982     -            420 7941at71240          -            811   8.2e-61  205.2   0.5   5   5   1.6e-05   0.00036   17.9   0.1   280   329   364   414   363   419 0.90 -
scaffold_7:1900119-1899079    -            347 7941at71240          -            811   1.3e-60  204.5   2.2   1   4   5.9e-09   1.3e-07   29.2   0.2   296   388     2    95     1    95 0.90 -
scaffold_7:1900119-1899079    -            347 7941at71240          -            811   1.3e-60  204.5   2.2   2   4   1.6e-21   3.6e-20   70.8   0.0   679   783    65   173    63   173 0.93 -
scaffold_7:1900119-1899079    -            347 7941at71240          -            811   1.3e-60  204.5   2.2   3   4   4.5e-16   9.9e-15   52.8   0.1   703   780   163   240   162   241 0.97 -
scaffold_7:1900119-1899079    -            347 7941at71240          -            811   1.3e-60  204.5   2.2   4   4   2.3e-21     5e-20   70.3   0.0   703   805   233   335   231   340 0.97 -
scaffold_10:711803-712990     -            396 7941at71240          -            811   1.8e-60  204.1   0.0   1   5   1.1e-05   0.00024   18.4   0.0   289   361     5    77     1    82 0.93 -
scaffold_10:711803-712990     -            396 7941at71240          -            811   1.8e-60  204.1   0.0   2   5   1.1e-17   2.5e-16   58.1   0.0   708   804    99   195    83   199 0.93 -
scaffold_10:711803-712990     -            396 7941at71240          -            811   1.8e-60  204.1   0.0   3   5   1.7e-13   3.8e-12   44.2   0.0   703   777   164   238   163   242 0.95 -
scaffold_10:711803-712990     -            396 7941at71240          -            811   1.8e-60  204.1   0.0   4   5   4.4e-14   9.9e-13   46.2   0.0   703   776   234   307   233   312 0.96 -
scaffold_10:711803-712990     -            396 7941at71240          -            811   1.8e-60  204.1   0.0   5   5   1.4e-16   3.1e-15   54.5   0.0   703   794   304   395   302   396 0.96 -
scaffold_10:16907993-16906668 -            442 7941at71240          -            811   5.3e-60  202.5   0.7   1   6   0.00096     0.021   12.0   0.0   296   359     4    67     1    71 0.54 -
scaffold_10:16907993-16906668 -            442 7941at71240          -            811   5.3e-60  202.5   0.7   2   6   1.1e-13   2.5e-12   44.8   0.0   709   783    71   148    63   148 0.90 -
scaffold_10:16907993-16906668 -            442 7941at71240          -            811   5.3e-60  202.5   0.7   3   6   1.1e-13   2.4e-12   44.9   0.0   679   783   111   218   109   219 0.94 -
scaffold_10:16907993-16906668 -            442 7941at71240          -            811   5.3e-60  202.5   0.7   4   6   3.9e-15   8.7e-14   49.7   0.1   703   783   208   288   206   289 0.96 -
scaffold_10:16907993-16906668 -            442 7941at71240          -            811   5.3e-60  202.5   0.7   5   6   5.9e-18   1.3e-16   59.0   0.0   704   807   279   382   278   386 0.98 -
scaffold_10:16907993-16906668 -            442 7941at71240          -            811   5.3e-60  202.5   0.7   6   6   0.00011    0.0025   15.1   0.0   708   758   388   438   381   442 0.90 -
scaffold_5:18417243-18415861  -            461 7941at71240          -            811     1e-59  201.6   0.0   1   3   4.9e-29   1.1e-27   95.6   0.0   612   800    32   224    18   229 0.91 -
scaffold_5:18417243-18415861  -            461 7941at71240          -            811     1e-59  201.6   0.0   2   3   3.5e-18   7.8e-17   59.8   0.0   655   773   216   337   215   337 0.78 -
scaffold_5:18417243-18415861  -            461 7941at71240          -            811     1e-59  201.6   0.0   3   3     1e-13   2.3e-12   45.0   0.0   703   806   337   440   334   445 0.94 -
scaffold_12:12859293-12858154 -            380 7941at71240          -            811   1.6e-59  201.0   3.3   1   4   8.5e-06   0.00019   18.8   0.0   114   174     1    61     1    64 0.94 -
scaffold_12:12859293-12858154 -            380 7941at71240          -            811   1.6e-59  201.0   3.3   2   4     8e-15   1.8e-13   48.6   0.1   706   784    61   140    58   141 0.94 -
