#                                                                                     --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                 accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#         ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
scaffold_2:18387808-18384677  -           1044 8828at71240          -            913         0 1299.0  23.8   1   2         0         0 1283.5  21.7     1   904     2   965     2   971 0.93 -
scaffold_2:18387808-18384677  -           1044 8828at71240          -            913         0 1299.0  23.8   2   2   7.6e-05    0.0017   15.7   0.0   886   913  1017  1044   989  1044 0.77 -
scaffold_12:3899092-3897563   -            510 8828at71240          -            913   2.6e-85  286.4  16.8   5   5   1.1e-24   2.3e-23   81.4   0.3   248   364   387   503   386   509 0.97 -
scaffold_24:1972497-1973939   -            481 8828at71240          -            913     3e-85  286.2   0.9   1   4   6.3e-20   1.4e-18   65.6   0.0   233   360    19   146    15   149 0.94 -
scaffold_24:1972497-1973939   -            481 8828at71240          -            913     3e-85  286.2   0.9   2   4   1.4e-30     3e-29  100.9   0.0   218   361   143   287   141   289 0.96 -
scaffold_24:1972497-1973939   -            481 8828at71240          -            913     3e-85  286.2   0.9   3   4   3.8e-32   8.5e-31  106.0   0.0   222   386   287   457   283   461 0.90 -
scaffold_24:1972497-1973939   -            481 8828at71240          -            913     3e-85  286.2   0.9   4   4   5.7e-10   1.3e-08   32.7   0.0   232   302   403   473   402   477 0.91 -
scaffold_7:2497391-2499066    -            355 8828at71240          -            913   3.3e-85  286.1   9.2   1   4   8.1e-32   1.8e-30  105.0   0.1   254   362    13   121     2   124 0.93 -
scaffold_7:2497391-2499066    -            355 8828at71240          -            913   3.3e-85  286.1   9.2   2   4   5.4e-18   1.2e-16   59.2   0.1   416   495   110   190   110   192 0.93 -
scaffold_7:2497391-2499066    -            355 8828at71240          -            913   3.3e-85  286.1   9.2   3   4   1.6e-30   3.6e-29  100.6   0.5   251   363   191   303   188   309 0.96 -
scaffold_7:2497391-2499066    -            355 8828at71240          -            913   3.3e-85  286.1   9.2   4   4   8.9e-10     2e-08   32.0   0.1   231   275   311   355   297   355 0.87 -
scaffold_9:3502840-3501155    -            562 8828at71240          -            913   4.2e-85  285.7  12.3   1   4   1.9e-17   4.3e-16   57.4   0.7   247   351   109   214    98   223 0.91 -
scaffold_9:3502840-3501155    -            562 8828at71240          -            913   4.2e-85  285.7  12.3   2   4   1.6e-25   3.5e-24   84.1   0.1   255   355   223   323   218   329 0.96 -
scaffold_9:3502840-3501155    -            562 8828at71240          -            913   4.2e-85  285.7  12.3   3   4   6.1e-14   1.3e-12   45.8   0.1   253   341   326   414   322   416 0.94 -
scaffold_9:3502840-3501155    -            562 8828at71240          -            913   4.2e-85  285.7  12.3   4   4   3.1e-32   6.9e-31  106.3   0.3   235   363   413   541   410   560 0.94 -
scaffold_10:16907993-16906668 -            442 8828at71240          -            913   8.1e-85  284.8   0.5   1   3   3.2e-31     7e-30  103.0   0.1   233   403     6   185     3   186 0.87 -
scaffold_10:16907993-16906668 -            442 8828at71240          -            913   8.1e-85  284.8   0.5   2   3   9.1e-35     2e-33  114.7   0.0   198   364   149   316   145   319 0.96 -
scaffold_10:16907993-16906668 -            442 8828at71240          -            913   8.1e-85  284.8   0.5   3   3   1.4e-22   3.1e-21   74.4   0.0   223   348   314   440   311   442 0.92 -
scaffold_10:728240-733333     -           1452 8828at71240          -            913   9.4e-85  284.6   8.4   1   7   2.1e-18   4.6e-17   60.6   0.0    41   293   125   377   120   382 0.87 -
scaffold_10:728240-733333     -           1452 8828at71240          -            913   9.4e-85  284.6   8.4   2   7   2.3e-27     5e-26   90.2   0.5   162   364   384   588   381   592 0.96 -
scaffold_10:728240-733333     -           1452 8828at71240          -            913   9.4e-85  284.6   8.4   3   7    0.0036     0.079   10.2   0.0   410   494   599   685   591   696 0.78 -
scaffold_10:728240-733333     -           1452 8828at71240          -            913   9.4e-85  284.6   8.4   4   7   3.5e-05   0.00076   16.8   0.1   235   332   701   799   695   806 0.91 -
scaffold_10:728240-733333     -           1452 8828at71240          -            913   9.4e-85  284.6   8.4   5   7   8.7e-08   1.9e-06   25.4   0.0   228   360   799   931   785   935 0.92 -
scaffold_10:728240-733333     -           1452 8828at71240          -            913   9.4e-85  284.6   8.4   6   7     7e-13   1.6e-11   42.3   0.0   394   506   935  1048   931  1051 0.95 -
scaffold_10:728240-733333     -           1452 8828at71240          -            913   9.4e-85  284.6   8.4   7   7   1.9e-11   4.2e-10   37.5   0.0   235   365  1051  1181  1045  1186 0.96 -
scaffold_7:2355411-2354452    -            320 8828at71240          -            913   1.3e-84  284.1   8.1   1   3   1.3e-32   2.8e-31  107.6   0.1   245   355     2   112     1   116 0.98 -
scaffold_7:2355411-2354452    -            320 8828at71240          -            913   1.3e-84  284.1   8.1   2   3   1.6e-29   3.5e-28   97.3   1.0   245   355   107   217   107   219 0.98 -
scaffold_7:2355411-2354452    -            320 8828at71240          -            913   1.3e-84  284.1   8.1   3   3   2.1e-28   4.5e-27   93.7   0.2   245   352   212   319   212   320 0.98 -
scaffold_5:10168494-10150523  -            912 8828at71240          -            913   2.2e-84  283.4   1.6   1   4   5.7e-08   1.3e-06   26.0   0.0   706   777   290   363   282   368 0.86 -
scaffold_5:10168494-10150523  -            912 8828at71240          -            913   2.2e-84  283.4   1.6   2   4   1.8e-38     4e-37  126.9   2.5   215   483   348   623   346   625 0.95 -
scaffold_5:10168494-10150523  -            912 8828at71240          -            913   2.2e-84  283.4   1.6   3   4   1.1e-24   2.4e-23   81.4   0.0   239   357   618   736   618   736 0.98 -
scaffold_5:10168494-10150523  -            912 8828at71240          -            913   2.2e-84  283.4   1.6   4   4   1.2e-20   2.7e-19   67.9   0.0   233   352   717   836   715   848 0.94 -
scaffold_7:1885551-1884541    -            337 8828at71240          -            913   2.3e-84  283.3   9.4   1   3     2e-20   4.5e-19   67.2   0.2   249   357     1   109     1   109 0.99 -
scaffold_7:1885551-1884541    -            337 8828at71240          -            913   2.3e-84  283.3   9.4   2   3   2.5e-32   5.5e-31  106.7   0.2   242   357    99   214    99   214 0.99 -
scaffold_7:1885551-1884541    -            337 8828at71240          -            913   2.3e-84  283.3   9.4   3   3   4.9e-39   1.1e-37  128.8   0.6   232   365   194   327   194   330 0.99 -
scaffold_12:12429896-12431152 -            419 8828at71240          -            913   2.6e-84  283.1   9.4   1   3     1e-30   2.2e-29  101.3   0.3   205   360     3   159     1   160 0.92 -
scaffold_12:12429896-12431152 -            419 8828at71240          -            913   2.6e-84  283.1   9.4   2   3     1e-26   2.3e-25   88.1   0.4   238   359   142   263   142   264 0.98 -
scaffold_12:12429896-12431152 -            419 8828at71240          -            913   2.6e-84  283.1   9.4   3   3   1.6e-34   3.4e-33  113.9   0.2   231   403   240   417   239   419 0.94 -
scaffold_559:879-2369         -            497 8828at71240          -            913   2.8e-84  283.0   7.5   1   4   4.8e-14   1.1e-12   46.1   0.0   263   357    33   128     5   129 0.86 -
scaffold_559:879-2369         -            497 8828at71240          -            913   2.8e-84  283.0   7.5   2   4   3.4e-29   7.4e-28   96.3   0.1   247   378   123   260   123   260 0.92 -
scaffold_559:879-2369         -            497 8828at71240          -            913   2.8e-84  283.0   7.5   3   4   1.9e-30   4.2e-29  100.4   0.9   225   357   241   374   237   382 0.94 -
scaffold_559:879-2369         -            497 8828at71240          -            913   2.8e-84  283.0   7.5   4   4   3.8e-19   8.5e-18   63.0   0.1   231   339   388   496   372   497 0.63 -
scaffold_7:1900119-1899079    -            347 8828at71240          -            913   8.4e-84  281.4  16.5   1   4   3.7e-06   8.2e-05   20.0   0.7   269   369     5    70     1    74 0.44 -
scaffold_7:1900119-1899079    -            347 8828at71240          -            913   8.4e-84  281.4  16.5   2   4   7.7e-39   1.7e-37  128.2   0.2   233   367    69   204    67   207 0.96 -
scaffold_7:1900119-1899079    -            347 8828at71240          -            913   8.4e-84  281.4  16.5   3   4   7.6e-16   1.7e-14   52.1   0.2   236   295   178   237   178   238 0.98 -
scaffold_7:1900119-1899079    -            347 8828at71240          -            913   8.4e-84  281.4  16.5   4   4   3.6e-34   7.9e-33  112.7   0.5   224   363   200   340   198   344 0.94 -
scaffold_7:7303740-7302262    -            493 8828at71240          -            913   8.4e-83  278.1  16.5   1   5     0.016      0.35    8.0   0.0   304   351     4    53     2    60 0.83 -
scaffold_7:7303740-7302262    -            493 8828at71240          -            913   8.4e-83  278.1  16.5   2   5   3.9e-23   8.6e-22   76.2   1.5   249   377    59   191    54   192 0.92 -
scaffold_7:7303740-7302262    -            493 8828at71240          -            913   8.4e-83  278.1  16.5   3   5   1.2e-10   2.6e-09   34.9   0.1   235   292   149   206   147   212 0.50 -
scaffold_7:7303740-7302262    -            493 8828at71240          -            913   8.4e-83  278.1  16.5   4   5   1.1e-24   2.5e-23   81.3   0.1   220   351   168   303   165   318 0.88 -
scaffold_7:7303740-7302262    -            493 8828at71240          -            913   8.4e-83  278.1  16.5   5   5   8.7e-36   1.9e-34  118.1   0.6   231   385   325   484   306   493 0.90 -
scaffold_5:12653496-12651676  -            607 8828at71240          -            913   1.5e-82  277.3   5.0   1   4   5.1e-18   1.1e-16   59.3   0.7   229   360   138   269   123   270 0.93 -
scaffold_5:12653496-12651676  -            607 8828at71240          -            913   1.5e-82  277.3   5.0   2   4   1.1e-25   2.4e-24   84.6   0.2   247   364   261   378   261   379 0.97 -
scaffold_5:12653496-12651676  -            607 8828at71240          -            913   1.5e-82  277.3   5.0   3   4   5.2e-28   1.2e-26   92.3   0.0   220   358   373   512   369   514 0.96 -
scaffold_5:12653496-12651676  -            607 8828at71240          -            913   1.5e-82  277.3   5.0   4   4   1.6e-14   3.4e-13   47.8   0.0   254   347   513   606   512   607 0.96 -
scaffold_12:12700320-12699016 -            435 8828at71240          -            913   1.7e-82  277.1   8.0   1   3   1.2e-25   2.6e-24   84.5   0.1   233   356     3   126     1   139 0.87 -
scaffold_12:12700320-12699016 -            435 8828at71240          -            913   1.7e-82  277.1   8.0   2   3   5.7e-31   1.3e-29  102.2   0.3   233   357   143   267   128   270 0.95 -
scaffold_12:12700320-12699016 -            435 8828at71240          -            913   1.7e-82  277.1   8.0   3   3   3.7e-33   8.2e-32  109.4   0.4   233   403   248   423   247   430 0.94 -
scaffold_12:12400957-12402123 -            389 8828at71240          -            913   3.9e-82  275.9   8.0   1   3   1.5e-28   3.2e-27   94.2   0.1   232   360     2   129     1   130 0.97 -
scaffold_12:12400957-12402123 -            389 8828at71240          -            913   3.9e-82  275.9   8.0   2   3     3e-31   6.6e-30  103.1   0.2   235   357   109   231   108   234 0.98 -
scaffold_12:12400957-12402123 -            389 8828at71240          -            913   3.9e-82  275.9   8.0   3   3   1.5e-29   3.2e-28   97.5   0.3   239   399   218   383   218   387 0.91 -
scaffold_4:33624310-33623048  -            421 8828at71240          -            913   3.9e-82  275.9  11.8   1   4   3.4e-20   7.5e-19   66.5   0.0   263   364     1   102     1   103 0.98 -
scaffold_4:33624310-33623048  -            421 8828at71240          -            913   3.9e-82  275.9  11.8   2   4   7.7e-31   1.7e-29  101.7   0.0   239   392    47   205    47   215 0.92 -
scaffold_4:33624310-33623048  -            421 8828at71240          -            913   3.9e-82  275.9  11.8   3   4     2e-28   4.4e-27   93.7   1.4   225   380   207   364   200   370 0.92 -
scaffold_4:33624310-33623048  -            421 8828at71240          -            913   3.9e-82  275.9  11.8   4   4   1.6e-12   3.5e-11   41.1   0.7   258   364   311   413   309   418 0.56 -
scaffold_559:7694-25283       -            447 8828at71240          -            913     5e-82  275.6   8.8   1   4   7.9e-17   1.7e-15   55.4   0.3   275   360     2    88     1    89 0.93 -
scaffold_559:7694-25283       -            447 8828at71240          -            913     5e-82  275.6   8.8   2   4   2.8e-30   6.1e-29   99.9   0.0   224   362    56   195    55   196 0.95 -
scaffold_559:7694-25283       -            447 8828at71240          -            913     5e-82  275.6   8.8   3   4   1.8e-20   3.9e-19   67.4   0.1   255   365   193   303   192   310 0.96 -
scaffold_559:7694-25283       -            447 8828at71240          -            913     5e-82  275.6   8.8   4   4   6.2e-24   1.4e-22   78.9   0.1   230   362   308   440   300   445 0.89 -
scaffold_2:198994-196649      -            782 8828at71240          -            913     7e-82  275.1   4.6   1   6   5.4e-08   1.2e-06   26.1   0.0   674   802    65   203    49   211 0.49 -
scaffold_2:198994-196649      -            782 8828at71240          -            913     7e-82  275.1   4.6   2   6     6e-19   1.3e-17   62.4   0.1   235   338   213   317   202   327 0.90 -
scaffold_2:198994-196649      -            782 8828at71240          -            913     7e-82  275.1   4.6   3   6   1.9e-19   4.3e-18   64.0   0.1   223   375   354   503   343   504 0.86 -
scaffold_2:198994-196649      -            782 8828at71240          -            913     7e-82  275.1   4.6   4   6     2e-18   4.4e-17   60.6   0.1   245   365   474   594   474   597 0.96 -
scaffold_2:198994-196649      -            782 8828at71240          -            913     7e-82  275.1   4.6   5   6   9.8e-12   2.2e-10   38.5   0.0   223   294   591   663   590   665 0.91 -
scaffold_2:198994-196649      -            782 8828at71240          -            913     7e-82  275.1   4.6   6   6   1.5e-17   3.3e-16   57.8   0.0   231   351   635   757   628   769 0.91 -
scaffold_19:132807-134213     -            469 8828at71240          -            913   7.7e-81  271.6   0.2   1   3   3.2e-20     7e-19   66.6   0.0   233   364    19   150    15   152 0.94 -
scaffold_19:132807-134213     -            469 8828at71240          -            913   7.7e-81  271.6   0.2   2   3     2e-30   4.5e-29  100.3   0.0   218   364   143   290   141   292 0.96 -
scaffold_19:132807-134213     -            469 8828at71240          -            913   7.7e-81  271.6   0.2   3   3   2.4e-32   5.3e-31  106.7   0.0   221   388   286   459   282   465 0.91 -
scaffold_6:18878573-18876894  -            560 8828at71240          -            913   1.2e-80  271.0   7.0   1   4   6.9e-17   1.5e-15   55.5   0.1   206   362    23   186    18   193 0.86 -
scaffold_6:18878573-18876894  -            560 8828at71240          -            913   1.2e-80  271.0   7.0   2   4   5.8e-24   1.3e-22   79.0   0.1   249   387   178   326   176   329 0.89 -
scaffold_6:18878573-18876894  -            560 8828at71240          -            913   1.2e-80  271.0   7.0   3   4   7.7e-23   1.7e-21   75.2   0.8   224   356   297   430   296   431 0.95 -
scaffold_6:18878573-18876894  -            560 8828at71240          -            913   1.2e-80  271.0   7.0   4   4   1.1e-25   2.4e-24   84.6   0.0   239   364   418   544   417   559 0.93 -
scaffold_10:711803-712990     -            396 8828at71240          -            913   2.2e-80  270.1   6.2   1   4   2.8e-08   6.3e-07   27.0   0.1   419   484    30    96    18   101 0.73 -
scaffold_10:711803-712990     -            396 8828at71240          -            913   2.2e-80  270.1   6.2   2   4     2e-25   4.3e-24   83.8   0.0   256   357    94   195    88   198 0.94 -
scaffold_10:711803-712990     -            396 8828at71240          -            913   2.2e-80  270.1   6.2   3   4     8e-28   1.8e-26   91.7   0.0   249   357   192   300   190   302 0.96 -
scaffold_10:711803-712990     -            396 8828at71240          -            913   2.2e-80  270.1   6.2   4   4   2.1e-23   4.5e-22   77.1   0.1   245   347   293   395   293   396 0.98 -
scaffold_7:1896571-1895585    -            329 8828at71240          -            913     8e-80  268.3   6.3   1   3   1.8e-20     4e-19   67.4   0.6   265   359     3    97     1    98 0.93 -
scaffold_7:1896571-1895585    -            329 8828at71240          -            913     8e-80  268.3   6.3   2   3   1.4e-24   3.1e-23   81.0   0.1   250   357    93   200    90   200 0.98 -
scaffold_7:1896571-1895585    -            329 8828at71240          -            913     8e-80  268.3   6.3   3   3   2.5e-41   5.6e-40  136.4   0.0   222   365   169   315   164   329 0.90 -
scaffold_8:26271959-26273758  -            600 8828at71240          -            913   4.8e-79  265.7   8.2   1   2     1e-42   2.2e-41  141.0   1.6    52   341   121   411    93   411 0.90 -
scaffold_8:26271959-26273758  -            600 8828at71240          -            913   4.8e-79  265.7   8.2   2   2   3.2e-40     7e-39  132.8   0.7   232   391   407   571   406   582 0.93 -
scaffold_1:33374009-33375943  -            645 8828at71240          -            913   2.7e-78  263.2   9.9   1   6       0.1       2.3    5.3   0.0   235   294    66   125    46   133 0.75 -
scaffold_1:33374009-33375943  -            645 8828at71240          -            913   2.7e-78  263.2   9.9   2   6   1.5e-07   3.2e-06   24.7   0.1   398   465   130   200   124   206 0.85 -
scaffold_1:33374009-33375943  -            645 8828at71240          -            913   2.7e-78  263.2   9.9   3   6   7.2e-31   1.6e-29  101.8   0.5   232   364   207   339   198   343 0.95 -
scaffold_1:33374009-33375943  -            645 8828at71240          -            913   2.7e-78  263.2   9.9   4   6   4.7e-27     1e-25   89.2   0.1   230   360   346   475   336   480 0.94 -
scaffold_1:33374009-33375943  -            645 8828at71240          -            913   2.7e-78  263.2   9.9   5   6   2.9e-17   6.5e-16   56.8   0.1   199   304   453   561   453   569 0.81 -
scaffold_1:33374009-33375943  -            645 8828at71240          -            913   2.7e-78  263.2   9.9   6   6     0.024      0.53    7.4   0.0   239   288   587   636   585   639 0.94 -
scaffold_4:23695475-23697856  -            794 8828at71240          -            913   5.1e-78  262.3   5.5   1   4   2.4e-24   5.3e-23   80.2   0.1   169   350   157   341   120   343 0.86 -
scaffold_4:23695475-23697856  -            794 8828at71240          -            913   5.1e-78  262.3   5.5   2   4   2.6e-19   5.8e-18   63.6   0.3   205   332   335   463   334   464 0.97 -
scaffold_4:23695475-23697856  -            794 8828at71240          -            913   5.1e-78  262.3   5.5   3   4   2.4e-18   5.2e-17   60.4   0.0   265   476   431   648   426   649 0.91 -
scaffold_4:23695475-23697856  -            794 8828at71240          -            913   5.1e-78  262.3   5.5   4   4   1.9e-24   4.1e-23   80.6   0.1   171   358   580   769   569   778 0.89 -
scaffold_9:7096044-7093699    -            782 8828at71240          -            913   6.1e-77  258.7   9.2   1   5   8.1e-22   1.8e-20   71.9   0.1   236   363   133   260   130   266 0.96 -
scaffold_9:7096044-7093699    -            782 8828at71240          -            913   6.1e-77  258.7   9.2   2   5   5.2e-25   1.1e-23   82.4   0.0   217   361   253   398   251   402 0.96 -
scaffold_9:7096044-7093699    -            782 8828at71240          -            913   6.1e-77  258.7   9.2   3   5   3.3e-14   7.4e-13   46.7   0.2   662   740   393   473   391   481 0.68 -
scaffold_9:7096044-7093699    -            782 8828at71240          -            913   6.1e-77  258.7   9.2   4   5   4.8e-13     1e-11   42.8   0.0   230   349   490   609   484   623 0.90 -
scaffold_9:7096044-7093699    -            782 8828at71240          -            913   6.1e-77  258.7   9.2   5   5   6.5e-07   1.4e-05   22.5   0.1   428   506   653   735   643   770 0.71 -
scaffold_1:43219446-43220753  -            436 8828at71240          -            913     8e-77  258.3   7.7   1   4   9.4e-21   2.1e-19   68.3   0.0   268   381     2   120     1   120 0.92 -
scaffold_1:43219446-43220753  -            436 8828at71240          -            913     8e-77  258.3   7.7   2   4   1.5e-31   3.3e-30  104.1   0.6   191   359    99   274    95   278 0.91 -
scaffold_1:43219446-43220753  -            436 8828at71240          -            913     8e-77  258.3   7.7   3   4   2.8e-25   6.1e-24   83.3   0.1   225   364   210   349   205   353 0.95 -
scaffold_1:43219446-43220753  -            436 8828at71240          -            913     8e-77  258.3   7.7   4   4   2.5e-08   5.5e-07   27.2   0.0   267   317   380   430   359   434 0.91 -
scaffold_7:4175520-4174612    -            303 8828at71240          -            913   8.6e-77  258.2  11.6   1   3   3.2e-13     7e-12   43.4   0.1   311   363     2    54     1    57 0.76 -
scaffold_7:4175520-4174612    -            303 8828at71240          -            913   8.6e-77  258.2  11.6   2   3   6.2e-37   1.4e-35  121.9   2.7   225   356    55   186    52   191 0.93 -
scaffold_7:4175520-4174612    -            303 8828at71240          -            913   8.6e-77  258.2  11.6   3   3   8.3e-30   1.8e-28   98.3   0.3   251   364   186   299   183   301 0.97 -
scaffold_5:1957822-1959054    -            411 8828at71240          -            913   2.2e-76  256.9   7.2   1   3   1.7e-22   3.7e-21   74.1   0.2   237   350     6   121     1   124 0.93 -
scaffold_5:1957822-1959054    -            411 8828at71240          -            913   2.2e-76  256.9   7.2   2   3   8.6e-25   1.9e-23   81.7   0.3   654   770   118   238   118   241 0.93 -
scaffold_5:1957822-1959054    -            411 8828at71240          -            913   2.2e-76  256.9   7.2   3   3   9.4e-33   2.1e-31  108.1   0.2   224   382   239   403   236   408 0.94 -
scaffold_19:176241-174982     -            420 8828at71240          -            913   3.7e-76  256.1   0.2   1   4   4.9e-09   1.1e-07   29.6   0.0   308   357     2    51     1    52 0.93 -
scaffold_19:176241-174982     -            420 8828at71240          -            913   3.7e-76  256.1   0.2   2   4   5.5e-21   1.2e-19   69.1   0.0   247   361    46   161    46   163 0.96 -
scaffold_19:176241-174982     -            420 8828at71240          -            913   3.7e-76  256.1   0.2   3   4   4.8e-29   1.1e-27   95.8   0.2   223   361   127   266   121   269 0.94 -
scaffold_19:176241-174982     -            420 8828at71240          -            913   3.7e-76  256.1   0.2   4   4   5.2e-24   1.1e-22   79.1   0.0   223   358   267   403   262   416 0.51 -
scaffold_1:32051918-32049432  -            829 8828at71240          -            913   6.7e-76  255.3   7.2   1   3     4e-37   8.8e-36  122.5   1.3   253   489   203   446   150   451 0.90 -
scaffold_1:32051918-32049432  -            829 8828at71240          -            913   6.7e-76  255.3   7.2   2   3     2e-20   4.3e-19   67.3   0.0   237   461   433   662   432   668 0.92 -
scaffold_1:32051918-32049432  -            829 8828at71240          -            913   6.7e-76  255.3   7.2   3   3   1.2e-25   2.7e-24   84.5   0.7   189   365   628   806   607   813 0.92 -
scaffold_7:13119808-13118819  -            330 8828at71240          -            913   8.6e-76  254.9   9.2   1   3     3e-32   6.6e-31  106.4   1.0   225   367     5   151     2   160 0.90 -
scaffold_7:13119808-13118819  -            330 8828at71240          -            913   8.6e-76  254.9   9.2   2   3   2.5e-18   5.6e-17   60.3   0.4   283   360   137   214   136   215 0.86 -
scaffold_7:13119808-13118819  -            330 8828at71240          -            913   8.6e-76  254.9   9.2   3   3   1.6e-32   3.6e-31  107.2   0.2   245   364   204   323   204   326 0.98 -
scaffold_10:7115636-7114062   -            525 8828at71240          -            913   1.7e-75  253.9  10.0   1   4   2.8e-16   6.3e-15   53.5   0.3   643   756    48   166    19   167 0.88 -
scaffold_10:7115636-7114062   -            525 8828at71240          -            913   1.7e-75  253.9  10.0   2   4   3.5e-20   7.8e-19   66.4   1.4   236   355   160   281   159   293 0.93 -
scaffold_10:7115636-7114062   -            525 8828at71240          -            913   1.7e-75  253.9  10.0   3   4   4.2e-13   9.3e-12   43.0   0.1   394   469   290   367   280   371 0.85 -
scaffold_10:7115636-7114062   -            525 8828at71240          -            913   1.7e-75  253.9  10.0   4   4   1.3e-30   2.8e-29  101.0   0.0   235   361   373   499   368   508 0.95 -
scaffold_6:29410032-29411267  -            412 8828at71240          -            913   4.1e-75  252.7  12.4   1   5   9.2e-12     2e-10   38.6   0.2   270   358     1    89     1    94 0.96 -
scaffold_6:29410032-29411267  -            412 8828at71240          -            913   4.1e-75  252.7  12.4   2   5   3.5e-21   7.8e-20   69.7   0.0   282   378    83   185    81   185 0.91 -
scaffold_6:29410032-29411267  -            412 8828at71240          -            913   4.1e-75  252.7  12.4   3   5     2e-12   4.3e-11   40.8   0.1   247   324   153   231   152   232 0.94 -
scaffold_6:29410032-29411267  -            412 8828at71240          -            913   4.1e-75  252.7  12.4   4   5   3.9e-29   8.7e-28   96.1   0.1   232   365   174   308   169   315 0.94 -
scaffold_6:29410032-29411267  -            412 8828at71240          -            913   4.1e-75  252.7  12.4   5   5   5.5e-13   1.2e-11   42.6   0.1   236   312   319   395   312   412 0.86 -
scaffold_5:190637-192757      -            682 8828at71240          -            913   4.5e-74  249.2   8.5   1   5       1.5        33    1.5   0.0    83   736    79   117    25   126 0.59 -
scaffold_5:190637-192757      -            682 8828at71240          -            913   4.5e-74  249.2   8.5   2   5      0.94        21    2.2   0.0   712   743    93   124    63   192 0.66 -
scaffold_5:190637-192757      -            682 8828at71240          -            913   4.5e-74  249.2   8.5   3   5   1.3e-11   2.8e-10   38.1   0.2   252   356   177   280   168   287 0.90 -
scaffold_5:190637-192757      -            682 8828at71240          -            913   4.5e-74  249.2   8.5   4   5   8.6e-46   1.9e-44  151.2   0.1   162   466   295   603   294   603 0.92 -
scaffold_5:190637-192757      -            682 8828at71240          -            913   4.5e-74  249.2   8.5   5   5   1.6e-19   3.6e-18   64.2   0.1   247   340   589   682   589   682 0.97 -
scaffold_6:15285725-15283332  -            798 8828at71240          -            913   4.8e-74  249.1   7.5   1   5   7.8e-09   1.7e-07   28.9   0.0   262   357    79   174    68   185 0.83 -
scaffold_6:15285725-15283332  -            798 8828at71240          -            913   4.8e-74  249.1   7.5   2   5   1.8e-22   3.9e-21   74.0   0.1   197   367   198   374   190   383 0.87 -
scaffold_6:15285725-15283332  -            798 8828at71240          -            913   4.8e-74  249.1   7.5   3   5   6.7e-18   1.5e-16   58.9   0.1   225   351   371   498   369   522 0.88 -
scaffold_6:15285725-15283332  -            798 8828at71240          -            913   4.8e-74  249.1   7.5   4   5   2.4e-14   5.2e-13   47.2   0.0   275   358   598   681   589   690 0.92 -
scaffold_6:15285725-15283332  -            798 8828at71240          -            913   4.8e-74  249.1   7.5   5   5   2.6e-12   5.8e-11   40.4   0.1   294   364   687   757   678   761 0.88 -
scaffold_10:17346470-17347735 -            422 8828at71240          -            913   4.9e-74  249.1   1.2   1   3   9.8e-28   2.2e-26   91.4   0.0   208   358     6   157     2   159 0.97 -
scaffold_10:17346470-17347735 -            422 8828at71240          -            913   4.9e-74  249.1   1.2   2   3   4.2e-21   9.2e-20   69.5   0.0   252   364   156   268   154   273 0.96 -
scaffold_10:17346470-17347735 -            422 8828at71240          -            913   4.9e-74  249.1   1.2   3   3   1.2e-26   2.5e-25   87.9   0.1   233   364   277   408   263   416 0.94 -
scaffold_4:6994326-7032936    -           2432 8828at71240          -            913   8.5e-74  248.3   2.6   1   3     1e-21   2.3e-20   71.5   0.0   271   470    89   294    61   297 0.86 -
scaffold_4:6994326-7032936    -           2432 8828at71240          -            913   8.5e-74  248.3   2.6   2   3   8.4e-38   1.8e-36  124.8   0.5   232   466   298   537   291   543 0.93 -
scaffold_4:6994326-7032936    -           2432 8828at71240          -            913   8.5e-74  248.3   2.6   3   3     3e-15   6.6e-14   50.1   0.2   201   389   546   739   537   742 0.92 -
scaffold_13:7940498-7939107   -            464 8828at71240          -            913   3.9e-73  246.1  13.7   1   4   3.1e-10   6.9e-09   33.5   0.9   249   351    28   131     7   137 0.89 -
scaffold_13:7940498-7939107   -            464 8828at71240          -            913   3.9e-73  246.1  13.7   2   4     2e-22   4.4e-21   73.9   0.1   251   354   137   239   132   242 0.95 -
scaffold_13:7940498-7939107   -            464 8828at71240          -            913   3.9e-73  246.1  13.7   3   4   7.6e-19   1.7e-17   62.0   0.2   245   357   235   349   235   350 0.91 -
scaffold_13:7940498-7939107   -            464 8828at71240          -            913   3.9e-73  246.1  13.7   4   4   2.9e-32   6.4e-31  106.4   0.3   236   363   333   460   329   463 0.96 -
scaffold_6:31547966-31555443  -            725 8828at71240          -            913   1.2e-72  244.5   4.5   1   5     2e-21   4.5e-20   70.5   0.1   160   357   190   386   170   386 0.89 -
scaffold_6:31547966-31555443  -            725 8828at71240          -            913   1.2e-72  244.5   4.5   2   5   7.9e-23   1.7e-21   75.2   0.2   234   352   368   486   365   489 0.98 -
scaffold_6:31547966-31555443  -            725 8828at71240          -            913   1.2e-72  244.5   4.5   3   5     9e-11     2e-09   35.3   0.1   309   834   478   530   478   541 0.56 -
scaffold_6:31547966-31555443  -            725 8828at71240          -            913   1.2e-72  244.5   4.5   4   5   1.1e-10   2.5e-09   35.0   0.0   672   757   537   622   533   622 0.95 -
